nom,type,niveau,image_url
Krokillage Jaune,Friandise,Niv. 1,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/42166.w40h40.png
Elixir Steamer,Potion de téléportation,Niv. 1,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/12730.w40h40.png
Sort Spécial: Brise l'âme,Parchemin de sortilège,Niv. 1,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/75003.w40h40.png
Parchemin d'attitude Lire une carte,Parchemin d'attitude,Niv. 1,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/25009.w40h40.png
Parchemin d'attitude Pied de nez,Parchemin d'attitude,Niv. 1,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/25009.w40h40.png
Sukette à la Prune,Friandise,Niv. 1,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/42008.w40h40.png
Parchemin d'attitude Encourager,Parchemin d'attitude,Niv. 1,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/25009.w40h40.png
Barre Rabmarac au Citron,Friandise,Niv. 1,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/42169.w40h40.png
Bouboule de Neige en Sucre Glace,Friandise,Niv. 1,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/42173.w40h40.png
Parchemin d'attitude Écrire,Parchemin d'attitude,Niv. 1,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/25009.w40h40.png
Potion de changement de blason d'alliance,Potion Cosmétique,Niv. 1,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/12738.w40h40.png
Fée d'artifice Champouf,Fée d'artifice,Niv. 1,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/74052.w40h40.png
Fée d'artifice Fleurie,Fée d'artifice,Niv. 1,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/74054.w40h40.png
Offrir un Gâteau,Parchemin d'attitude,Niv. 1,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/25009.w40h40.png
Parchemin d'Appellation: Protecteur de la Cité,Parchemin d'Appellation,Niv. 1,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/24033.w40h40.png
Parchemin d'attitude Zombique,Parchemin d'attitude,Niv. 1,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/170334.w40h40.png
Parchemin d'Appellation: Nouveau Sang,Parchemin d'Appellation,Niv. 1,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/24033.w40h40.png
Parchemin d'Appellation: Désinsectiseur,Parchemin d'Appellation,Niv. 1,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/24033.w40h40.png
Richissime,Parchemin d'attitude,Niv. 1,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/170563.w40h40.png
Sécheresse,Bière,Niv. 1,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/37004.w40h40.png
Potion de changement de classe,Potion Cosmétique,Niv. 1,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/170670.w40h40.png
Parchemin d'Appellation: Parangon Iop,Parchemin d'Appellation,Niv. 1,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/24033.w40h40.png
Parchemin d'Appellation: Parangon Osamodas,Parchemin d'Appellation,Niv. 1,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/24033.w40h40.png
Bonbon tout rose,Friandise,Niv. 1,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/42155.w40h40.png
Bonbon vert fluo,Friandise,Niv. 1,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/42152.w40h40.png
Parchemin d'Appellation: Pèlerin du savoir,Parchemin d'Appellation,Niv. 1,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/24033.w40h40.png
"Parchemin d'Appellation: Pas de rats, pas de chocolat",Parchemin d'Appellation,Niv. 1,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/24033.w40h40.png
Dragombre,Parchemin d'attitude,Niv. 1,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/25009.w40h40.png
Parchemin d'Appellation : Doyen de l'ancienne Pandala,Parchemin d'Appellation,Niv. 1,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/24033.w40h40.png
Démoniaque,Parchemin d'attitude,Niv. 1,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/171244.w40h40.png
J'ai faim,Parchemin d'attitude,Niv. 1,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/171243.w40h40.png
Danse du Trool,Parchemin d'attitude,Niv. 1,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/171250.w40h40.png
Guitare électromagique,Parchemin d'attitude,Niv. 1,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/171252.w40h40.png
Animal,Parchemin d'attitude,Niv. 1,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/171374.w40h40.png
Insectoïde,Parchemin d'attitude,Niv. 1,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/171375.w40h40.png
Petit Parchemin de Sagesse,Parchemin de caractéristique,Niv. 1,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/76024.w40h40.png
Parchemin d'Appellation : Chanceux,Parchemin d'Appellation,Niv. 1,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/24033.w40h40.png
Danse Krosmique,Parchemin d'attitude,Niv. 1,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/171773.w40h40.png
Parchemin d'Appellation: Plieur de serviettes,Parchemin d'Appellation,Niv. 1,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/24033.w40h40.png
Parchemin d'Appellation: Ambassadeur d'Ecaflipus,Parchemin d'Appellation,Niv. 1,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/24033.w40h40.png
Lancer un dé.,Parchemin d'attitude,Niv. 1,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/171808.w40h40.png
Parchemin d'Appellation : Mister Monde des Douze,Parchemin d'Appellation,Niv. 1,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/24033.w40h40.png
Ornement Xélor,Parchemin d'Appellation,Niv. 1,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/24033.w40h40.png
Danse de Barbi Cajob,Parchemin d'attitude,Niv. 1,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/172219.w40h40.png
Parchemin d'Appellation : Gardien des chants sacrés,Parchemin d'Appellation,Niv. 1,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/24033.w40h40.png
Ornement Domination de Raval,Parchemin d'Appellation,Niv. 1,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/24033.w40h40.png
Parchemin d'Appellation : Gardien des Reliques Oubliées,Parchemin d'Appellation,Niv. 1,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/24033.w40h40.png
Parchemin d'Appellation : Míster Amakna,Parchemin d'Appellation,Niv. 1,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/24033.w40h40.png
Potion de Rappel,Potion de téléportation,Niv. 1,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/12017.w40h40.png
Parchemin Blanc,Parchemin d'expérience,Niv. 1,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/13003.w40h40.png
Parchemin de Forgeur d'Epée,Parchemin d'expérience,Niv. 1,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/171827.w40h40.png
Sort: Flamiche,Parchemin de sortilège,Niv. 1,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/171851.w40h40.png
Grand Parchemin d'Agilité,Parchemin de caractéristique,Niv. 1,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/171970.w40h40.png
Parchemin de Sagesse,Parchemin de caractéristique,Niv. 1,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/171968.w40h40.png
Petit Parchemin de Vitalité,Parchemin de caractéristique,Niv. 1,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/76003.w40h40.png
Puissant Parchemin de Vitalité,Parchemin de caractéristique,Niv. 1,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/171981.w40h40.png
Parchemin d'Intelligence,Parchemin de caractéristique,Niv. 1,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/171966.w40h40.png
Grand Parchemin d'Intelligence,Parchemin de caractéristique,Niv. 1,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/171972.w40h40.png
Parchemin de Boulanger,Parchemin d'expérience,Niv. 1,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/171824.w40h40.png
Potion d'oubli : Roulette,Potion d'oubli de sort,Niv. 1,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/43027.w40h40.png
Potion d'oubli : Trèfle,Potion d'oubli de sort,Niv. 1,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/43027.w40h40.png
Potion d'oubli : Bond du Félin,Potion d'oubli de sort,Niv. 1,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/43027.w40h40.png
Potion d'oubli : Topkaj,Potion d'oubli de sort,Niv. 1,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/43027.w40h40.png
Potion d'oubli : Langue Râpeuse,Potion d'oubli de sort,Niv. 1,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/43027.w40h40.png
Potion d'oubli : Esprit Félin,Potion d'oubli de sort,Niv. 1,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/43027.w40h40.png
Potion d'oubli : Armure Terrestre,Potion d'oubli de sort,Niv. 1,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/43028.w40h40.png
Potion d'oubli : Armure Aqueuse,Potion d'oubli de sort,Niv. 1,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/43028.w40h40.png
Potion d'oubli : Trêve,Potion d'oubli de sort,Niv. 1,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/43028.w40h40.png
Potion d'oubli : Glyphe d'Aveuglement,Potion d'oubli de sort,Niv. 1,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/43028.w40h40.png
Potion d'oubli : Epée Destructrice,Potion d'oubli de sort,Niv. 1,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/43029.w40h40.png
Potion d'oubli : Souffle,Potion d'oubli de sort,Niv. 1,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/43029.w40h40.png
Potion d'oubli : Lancer de Pelle,Potion d'oubli de sort,Niv. 1,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/43030.w40h40.png
Potion d'oubli : Désinvocation,Potion d'oubli de sort,Niv. 1,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/43030.w40h40.png
Potion d'oubli : Force de l'âge,Potion d'oubli de sort,Niv. 1,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/43030.w40h40.png
Potion d'oubli : Coffre animé,Potion d'oubli de sort,Niv. 1,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/43030.w40h40.png
Potion d'oubli : Griffe Spectrale,Potion d'oubli de sort,Niv. 1,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/43031.w40h40.png
Potion d'oubli : Invocation de Tofu,Potion d'oubli de sort,Niv. 1,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/43031.w40h40.png
Potion d'oubli : Invocation de Bouftou,Potion d'oubli de sort,Niv. 1,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/43031.w40h40.png
Potion d'oubli : Griffe Cinglante,Potion d'oubli de sort,Niv. 1,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/43031.w40h40.png
Potion d'oubli : Résistance Naturelle,Potion d'oubli de sort,Niv. 1,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/43031.w40h40.png
Potion d'oubli : Invocation de Bwork Mage,Potion d'oubli de sort,Niv. 1,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/43031.w40h40.png
Potion d'oubli : Invocation de Dragonnet Rouge,Potion d'oubli de sort,Niv. 1,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/43031.w40h40.png
Potion d'oubli : Piège de Silence,Potion d'oubli de sort,Niv. 1,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/43032.w40h40.png
Potion d'oubli : Poison Paralysant,Potion d'oubli de sort,Niv. 1,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/43033.w40h40.png
Potion d'oubli : Feu de Brousse,Potion d'oubli de sort,Niv. 1,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/43033.w40h40.png
Potion d'oubli : Flèche Magique,Potion d'oubli de sort,Niv. 1,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/43035.w40h40.png
Potion d'oubli : Tir Critique,Potion d'oubli de sort,Niv. 1,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/43035.w40h40.png
Potion d'oubli : Flèche Glacée,Potion d'oubli de sort,Niv. 1,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/43035.w40h40.png
Potion d'oubli : Flèche Empoisonnée,Potion d'oubli de sort,Niv. 1,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/43035.w40h40.png
Potion d'oubli : Flèche d'Immobilisation,Potion d'oubli de sort,Niv. 1,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/43035.w40h40.png
Potion d'oubli : Flèche Destructrice,Potion d'oubli de sort,Niv. 1,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/43035.w40h40.png
Potion d'oubli : Mot de Jouvence,Potion d'oubli de sort,Niv. 1,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/43036.w40h40.png
Potion d'oubli : Mot d'Immobilisation,Potion d'oubli de sort,Niv. 1,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/43036.w40h40.png
Potion d'oubli : Mot de Silence,Potion d'oubli de sort,Niv. 1,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/43036.w40h40.png
Potion d'oubli : Fuite,Potion d'oubli de sort,Niv. 1,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/43037.w40h40.png
Potion d'oubli : Frappe de Xélor,Potion d'oubli de sort,Niv. 1,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/43037.w40h40.png
Potion d'oubli : Transfert de Vie,Potion d'oubli de sort,Niv. 1,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/43034.w40h40.png
Potion d'oubli : Assaut,Potion d'oubli de sort,Niv. 1,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/43034.w40h40.png
Potion d'oubli : Châtiment Agile,Potion d'oubli de sort,Niv. 1,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/43034.w40h40.png
Oeuf de Bwak d'air,Oeuf de familier,Niv. 1,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/72061.w40h40.png
Rune de Transport,Potion de téléportation,Niv. 1,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/12014.w40h40.png
Potion d'oubli de métier : Forgeur d'Epées,Potion d'oubli de métier,Niv. 1,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/44002.w40h40.png
Potion d'oubli de métier : Cordonnier,Potion d'oubli de métier,Niv. 1,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/44002.w40h40.png
potion d'oubli de métier : Sculpteur de Baguettes,Potion d'oubli de métier,Niv. 1,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/44002.w40h40.png
Potion d'oubli de métier : Forgeur de Pelles,Potion d'oubli de métier,Niv. 1,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/44002.w40h40.png
Potion d'oubli de métier : Tailleur,Potion d'oubli de métier,Niv. 1,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/44002.w40h40.png
Potion d'oubli de métier : Sculptemage de Baguettes,Potion d'oubli de métier,Niv. 1,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/44002.w40h40.png
Bâton de crabe **,Poisson comestible,Niv. 1,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/49074.w40h40.png
Bar grillé ***,Poisson comestible,Niv. 1,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/49080.w40h40.png
Beignet de Greu-vette **,Poisson comestible,Niv. 1,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/49081.w40h40.png
Aile de Raie ***,Poisson comestible,Niv. 1,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/49086.w40h40.png
Kralamoure grillé **,Poisson comestible,Niv. 1,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/49090.w40h40.png
Truite flambée ****,Poisson comestible,Niv. 1,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/49109.w40h40.png
Requin aux épices **,Poisson comestible,Niv. 1,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/49103.w40h40.png
Requin aux épices ****,Poisson comestible,Niv. 1,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/49105.w40h40.png
Nuggets **,Viande comestible,Niv. 1,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/69116.w40h40.png
Larve croque-sel,Viande comestible,Niv. 1,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/69112.w40h40.png
Cuisse de bouftou rôti **,Viande comestible,Niv. 1,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/69122.w40h40.png
Jambon cuit **,Viande comestible,Niv. 1,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/69130.w40h40.png
Salade de Museau,Viande comestible,Niv. 1,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/69129.w40h40.png
Bière de la Tabasse,Bière,Niv. 1,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/37004.w40h40.png
Bière du Ferayeur,Bière,Niv. 1,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/37004.w40h40.png
Potion d'oubli de métier : Pêcheur,Potion d'oubli de métier,Niv. 1,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/44002.w40h40.png
Potion d'oubli de métier : Chasseur,Potion d'oubli de métier,Niv. 1,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/44002.w40h40.png
Bonbon de Consolation,Friandise,Niv. 1,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/42135.w40h40.png
Cône Wayal,Friandise,Niv. 1,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/42144.w40h40.png
Glace Bontarienne,Friandise,Niv. 1,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/42145.w40h40.png
Sort Spécial Contrecoup,Parchemin de sortilège,Niv. 1,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/75003.w40h40.png
Sucette Trool,Friandise,Niv. 1,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/42148.w40h40.png
Boules du Minotoboule,Friandise,Niv. 1,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/12143.w40h40.png
Rune du Cordonnier,Pierre magique,Niv. 1,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/88011.w40h40.png
Rune du Forgemage de Haches,Pierre magique,Niv. 1,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/88024.w40h40.png
Bière du Ripate,Bière,Niv. 1,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/37004.w40h40.png
Abreuvoir en Châtaignier,Objet d'élevage,Niv. 1,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/93007.w40h40.png
Abreuvoir en Noyer,Objet d'élevage,Niv. 1,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/93010.w40h40.png
Abreuvoir en Merisier,Objet d'élevage,Niv. 1,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/93011.w40h40.png
Abreuvoir en Orme,Objet d'élevage,Niv. 1,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/93014.w40h40.png
Abreuvoir en Bambou Sombre,Objet d'élevage,Niv. 1,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/93018.w40h40.png
Mangeoire en Châtaignier,Objet d'élevage,Niv. 1,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/93002.w40h40.png
Caresseur en Plume de Tofu,Objet d'élevage,Niv. 1,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/93030.w40h40.png
Baffeur Classique,Objet d'élevage,Niv. 1,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/93005.w40h40.png
Baffeur en Chêne,Objet d'élevage,Niv. 1,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/93005.w40h40.png
Dragofesse en Cuir de Gliglitch,Objet d'élevage,Niv. 1,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/93079.w40h40.png
Potion de Souvenir,Potion,Niv. 1,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/12002.w40h40.png
Abreuvoir en Bois Ancestral,Objet d'élevage,Niv. 1,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/93088.w40h40.png
Abreuvoir en Bois de Kokoko,Objet d'élevage,Niv. 1,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/93091.w40h40.png
Mangeoire en Bois Ancestral,Objet d'élevage,Niv. 1,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/93092.w40h40.png
Mangeoire en Bois de Kokoko,Objet d'élevage,Niv. 1,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/93094.w40h40.png
Dragofesse en Cuir de Dragon Cochon,Objet d'élevage,Niv. 1,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/93082.w40h40.png
Dragofesse en Cuir de Sanglier,Objet d'élevage,Niv. 1,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/93085.w40h40.png
Dragofesse en Cuir de Minotoror,Objet d'élevage,Niv. 1,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/93087.w40h40.png
Caresseur en Plume de Piou Rose,Objet d'élevage,Niv. 1,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/93036.w40h40.png
Caresseur en Plume de Kwak de Flamme,Objet d'élevage,Niv. 1,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/93040.w40h40.png
Caresseur en Plume de Dostrogo,Objet d'élevage,Niv. 1,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/93044.w40h40.png
Baffeur en Bois Ancestral,Objet d'élevage,Niv. 1,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/93058.w40h40.png
Foudroyeur en If,Objet d'élevage,Niv. 1,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/93063.w40h40.png
Foudroyeur en Erable,Objet d'élevage,Niv. 1,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/93066.w40h40.png
Foudroyeur en Bambou Sombre,Objet d'élevage,Niv. 1,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/93073.w40h40.png
Foudroyeur en Bois Ancestral,Objet d'élevage,Niv. 1,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/93074.w40h40.png
Bonbon Energétique,Friandise,Niv. 1,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/42137.w40h40.png
Ballon Jaune Magique,Objet utilisable,Niv. 1,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/94004.w40h40.png
Potion d'oubli : Apprivoisement de monture,Potion d'oubli de sort,Niv. 1,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/43039.w40h40.png
Ballon Bleu Magique,Objet utilisable,Niv. 1,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/94007.w40h40.png
Fée d'artifice invocatrice de coeurs,Fée d'artifice,Niv. 1,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/74032.w40h40.png
Shigekax Indigo,Friandise,Niv. 1,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/42039.w40h40.png
Plat de Gra-vette,Poisson comestible,Niv. 1,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/49138.w40h40.png
Elixir Pandawa,Potion de téléportation,Niv. 1,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/12153.w40h40.png
Elixir Sacrieur,Potion de téléportation,Niv. 1,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/12154.w40h40.png
Elixir Sadida,Potion de téléportation,Niv. 1,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/12156.w40h40.png
Elixir Xélor,Potion de téléportation,Niv. 1,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/12160.w40h40.png
Parchemin de Forgeur de Marteaux,Parchemin d'expérience,Niv. 1,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/171827.w40h40.png
Parchemin de Forgemage de Marteaux,Parchemin d'expérience,Niv. 1,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/171833.w40h40.png
